Serial,Names,Short Names,Price,24h Change,Volume
446,Orbit Chain,ORC,$0.05862,+3.37%,"$332,336"
447,sUSD,SUSD,$0.9911,+0.50%,$1.63 M
448,Metacraft,MCT,$0.708,-8.05%,$349
449,Alien Worlds,TLM,$0.01025,+3.62%,$8.4 M
450,DeGate,DG,$0.1416,+28.71%,N/A
451,r/CryptoCurrency Moons,MOON,$0.3474,+0.36%,"$136,123"
452,Voyager Token,VGX,$0.1332,+2.71%,$2.58 M
453,Toko Token,TKO,$0.2288,+2.26%,$1.37 M
454,Vega Protocol,VEGA,$0.6925,-0.88%,"$353,763"
455,NvirWorld,NVIR,$0.03505,+0.95%,$2.09 M
456,Metadium,META,$0.02165,+1.17%,"$355,880"
457,Adventure Gold,AGLD,$0.5218,+6.67%,$14.17 M
458,DeFi Pulse Index,DPI,$64.72,+3.73%,"$15,049"
459,Hifi Finance,HIFI,$0.3766,+3.21%,$10.28 M
460,Snowbank,SB,$225.76,+2.17%,$66
461,CEEK VR,CEEK,$0.04465,+2.73%,$4.09 M
462,Cocos-BCX,COCOS,$0.5029,+4.39%,$5.07 M
463,Phoenix Global [old],PHX,$0.01046,+0.43%,N/A
464,Electroneum,ETN,$0.001957,+0.49%,"$474,175"
465,Humans.ai,HEART,$0.007844,+3.21%,"$191,747"
466,Meter Governance,MTRG,$1.63,-1.05%,"$71,818"
467,Wanchain,WAN,$0.1769,+1.80%,"$563,926"
468,Bella Protocol,BEL,$0.575,+3.94%,$12.17 M
469,AXEL,AXEL,$0.1217,+0.10%,"$12,727"
470,bZx Protocol,BZRX,$0.04999,+0.00%,N/A
471,ThunderCore,TT,$0.003275,+1.82%,$1.5 M
472,Lyra,LYRA,$0.0644,+0.33%,"$14,518"
473,Uquid Coin,UQC,$3.24,+1.92%,"$33,683"
474,LCX,LCX,$0.0437,-0.77%,"$204,268"
475,SuperFarm,SUPER,$0.08319,+4.23%,$1.66 M
476,Moonriver,MOVR,$4.47,+3.48%,$2.29 M
477,Fei USD,FEI,$0.9271,-3.94%,"$124,617"
478,Travala.com,AVA,$0.6408,+3.41%,$7.83 M
479,Mines of Dalarnia,DAR,$0.08354,+5.23%,$11.51 M
480,dForce USD,USX,$1.03,+4.67%,$886
481,Bit2Me,B2M,$0.007033,+1.20%,"$266,347"
482,Seedify.fund,SFUND,$0.6452,+6.73%,$2.82 M
483,Radio Caca,RACA,$0.00009744,+1.62%,$1.93 M
484,Ultiledger,ULT,$0.01118,-0.17%,"$2,970"
485,Persistence,XPRT,$0.1801,+4.65%,"$337,558"
486,Kin,KIN,$0.00001087,-6.16%,"$440,069"
487,HUNT,HUNT,$0.2892,+1.17%,$1.05 M
488,Evmos,EVMOS,$0.05741,+1.14%,"$837,496"
489,SingularityDAO,SDAO,$0.3806,+0.32%,"$873,853"
490,Veritaseum,VERI,$14.62,-0.78%,$422
491,UwU Lend,UWU,$14.56,+3.14%,"$1,304"
492,Qredo,QRDO,$0.05452,-6.63%,"$697,099"
493,Nakamoto Games,NAKA,$0.4261,+0.47%,$4.34 M
494,Redacted,BTRFLY,$141.19,+0.34%,"$43,162"
495,Bitmex Token,BMEX,$0.3066,-1.04%,"$23,868"
496,Elastos,ELA,$1.48,+1.88%,"$608,106"
497,ZEON,ZEON,$0.0009892,+2.05%,"$8,364"
498,IDEX,IDEX,$0.04487,+6.43%,$2.48 M
499,tBTC,TBTC,"$25,718.75",-0.29%,"$1,107"
500,Reef,REEF,$0.00132,+4.90%,$5 M
501,Router Protocol,ROUTE,$2.40,+5.33%,$1.14 M
502,Celsius,CEL,$0.1213,+5.09%,"$886,033"
503,TokenPocket,TPT,$0.00856,+1.64%,"$50,198"
504,KLAYswap Protocol,KSP,$0.5423,+1.20%,"$102,886"
505,CargoX,CXO,$0.1782,+7.49%,"$8,178"
506,Forta,FORT,$0.1183,-1.69%,"$238,462"
507,Efinity Token,EFI,$0.04505,-0.46%,"$200,205"
508,Tectonic,TONIC,$0.000000128,-0.00%,"$40,542"
509,Unifi Protocol DAO,UNFI,$5.14,+8.47%,$44.62 M
510,Reserve,RSV,$1.01,+0.52%,$12
511,Propy,PRO,$0.2961,+6.97%,"$323,844"
512,RAMP,RAMP,$0.06126,-23.13%,"$75,309"
513,PlatON,LAT,$0.006911,-0.22%,"$576,954"
514,Premia,PREMIA,$0.4617,+3.97%,"$3,041"
515,Utrust,UTK,$0.0582,+4.82%,$1.12 M
516,Flamingo,FLM,$0.05762,+5.94%,$1.56 M
517,Automata Network,ATA,$0.07187,+5.00%,$1.65 M
518,Sentinel Protocol,UPP,$0.05963,+0.18%,$3.08 M
519,HELLO Labs,HELLO,$0.04573,+2.20%,$1.14 M
520,Chainge,CHNG,$0.0713,+0.45%,"$133,340"
521,Bounce Finance Governance Token,AUCTION,$4.40,+1.68%,$3.08 M
522,ASD,ASD,$0.04348,-0.32%,$2.6 M
523,Globiance Exchange Token,GBEX,$0.00000007509,+1.01%,"$188,489"
524,SuperRare,RARE,$0.06116,+2.84%,"$875,474"
525,Hydranet,HDX,$0.1637,+9.16%,"$182,263"
526,IRISnet,IRIS,$0.01834,+3.88%,"$173,214"
527,Frax Price Index Share,FPIS,$1.33,-0.57%,"$54,689"
528,Perpetual Protocol,PERP,$0.4256,+6.53%,$4.3 M
529,Moss Coin,MOC,$0.07284,+1.69%,"$441,725"
530,Guild of Guardians,GOG,$0.06975,-0.88%,"$80,210"
531,Oraichain Token,ORAI,$2.22,+4.41%,"$410,250"
532,Veritise,VTS,$0.1243,-0.31%,"$281,874"
533,Ethernity Chain,ERN,$1.49,+2.88%,$1.27 M
534,Saitama V2,SAITAMA,$0.0006258,-0.01%,"$478,833"
535,THORSwap,THOR,$0.2082,-4.24%,"$772,942"
536,Adshares,ADS,$0.7181,+1.43%,"$176,372"
537,USDK,USDK,$0.9619,+0.57%,$207
538,MCDEX Token,MCB,$7.22,+0.83%,"$37,331"
539,GMT Token,GMT,$0.1017,+4.46%,$1.57 M
540,VerusCoin,VRSC,$0.3686,-1.65%,"$1,357"
541,BakeryToken,BAKE,$0.09425,+5.92%,$12.67 M
542,LeverFi,LEVER,$0.001402,+7.76%,$49.34 M
543,Gelato,GEL,$0.2474,+2.43%,"$87,187"
544,FC Barcelona Fan Token,BAR,$2.58,+3.07%,$3.31 M
545,Steem Dollars,SBD,$2.18,+1.43%,$1.6 M
546,Ampleforth,AMPL,$1.04,+1.50%,"$160,868"
547,MonaCoin,MONA,$0.4075,+2.69%,"$93,515"
548,Petals,PTS,$0.001886,+12.53%,"$12,703"
549,0x0.ai: AI Smart Contract,0X0,$0.0308,-0.26%,"$585,877"
550,Bloktopia,BLOK,$0.001521,+1.70%,"$943,286"
551,Komodo,KMD,$0.1936,+3.21%,"$486,471"
552,AhaToken,AHT,$0.006743,+0.88%,$1.67 M
553,Polkastarter,POLS,$0.2653,+2.47%,$1.18 M
554,MAI,MIMATIC,$0.9512,+0.06%,"$280,243"
555,Cortex,CTXC,$0.1217,+4.07%,"$791,032"
556,sETH,SETH,"$1,685.23",+3.13%,"$2,660"
557,BitShares,BTS,$0.008598,-1.83%,$1.81 M
558,Measurable Data Token,MDT,$0.0383,+4.77%,$1.74 M
559,Altura,ALU,$0.03556,+2.29%,"$428,581"
560,Unizen,ZCX,$0.04409,+1.40%,"$814,628"
561,USD+,USD+,$1.00,+0.74%,$7.82 M
562,Coinweb,CWEB,$0.0147,+0.69%,"$186,752"
563,Beefy Finance,BIFI,$310.71,+4.60%,"$86,399"
564,Biswap,BSW,$0.06607,+3.37%,$12.11 M
565,Unidef,U,$0.0001429,+3.02%,"$850,589"
566,GXChain,GXC,$0.3274,-0.67%,"$187,971"
567,DIA,DIA,$0.2226,+1.35%,$3.58 M
568,Cornucopias,COPI,$0.03113,+1.23%,"$284,740"
569,Trexcoin,TREX,$0.02418,+68.90%,"$27,303"
570,Poollotto.finance,PLT,$1.86,+3.33%,"$100,489"
571,district0x,DNT,$0.02426,+6.72%,"$252,530"
572,Defigram,DFG,$2.42,+2.88%,$434
573,Bolide,BLID,$0.01147,-3.92%,"$49,307"
574,Selfkey,KEY,$0.004559,+6.50%,$1.8 M
575,NFT Worlds,WRLD,$0.03378,+5.97%,"$172,112"
576,Clover Finance,CLV,$0.03217,+3.75%,$1.5 M
577,Terra Virtua Kolect,TVK,$0.02038,+2.94%,$2.03 M
578,H2O Dao,H2O,$0.106,+2.43%,"$160,725"
579,CoinEx Token,CET,$0.03361,+1.95%,"$199,964"
580,StrikeX,STRX,$0.02879,-9.97%,"$11,645"
581,Telos,TLOS,$0.08691,+4.26%,$1.49 M
582,LTO Network,LTO,$0.0561,+2.78%,$1.11 M
583,Findora,FRA,$0.00267,-1.72%,"$941,065"
584,Alpha Quark Token,AQT,$0.8852,+1.24%,"$476,704"
585,Dexpools,DXP,$2.65,+0.00%,N/A
586,Litentry,LIT,$0.5838,+6.65%,$4.44 M
587,Alpine F1 Team Fan Token,ALPINE,$2.04,+0.75%,$8.71 M
588,WAGMI Game,WAGMIGAMES,$0.00001279,+3.20%,"$623,074"
589,RichQUACK.com,QUACK,$0.0000000005166,+2.53%,"$190,653"
590,Gas,GAS,$2.26,+2.58%,"$942,524"
591,Namecoin,NMC,$1.55,+0.77%,"$5,236"
592,Alitas,ALT,$0.1891,+1.27%,$428
593,Phoenix Global (new),PHB,$0.5125,+5.02%,$3.63 M
594,QuickSwap,QUICK,$43.76,+3.50%,"$41,480"
595,Hermez Network,HEZ,$4.66,+1.47%,"$26,812"
596,Cream Finance,CREAM,$11.69,+1.48%,"$689,767"
597,Streamr,DATA,$0.02272,+5.74%,$2.18 M
598,Alchemix,ALCX,$11.13,+3.94%,$1.11 M
599,Alpaca Finance,ALPACA,$0.1422,+4.12%,$1.76 M
600,Neopin,NPT,$0.4014,-1.11%,"$314,513"
601,Quickswap[New],QUICK,$0.03994,+3.62%,$2.02 M
602,Aurora,AURORA,$0.06266,+0.15%,"$559,677"
603,BENQI,QI,$0.005294,+3.87%,"$490,320"
604,Chain,XCN,$0.0008404,+0.66%,$2.66 M
605,Chainbing,CBG,$0.6267,-0.71%,"$5,293"
606,Solend,SLND,$0.5893,-1.59%,"$18,240"
607,Klever,KLV,$0.002364,+1.06%,"$749,798"
608,StakeWise,SWISE,$0.07549,+3.53%,$399
609,BarnBridge,BOND,$2.63,+2.09%,$2.03 M
610,Velas,VLX,$0.008326,+3.22%,"$882,098"
611,Hourglass,WAIT,$0.2142,+5.77%,"$137,228"
612,MXC,MXC,$0.007832,-1.37%,$3.29 M
613,REI Network,REI,$0.02189,+2.26%,"$403,854"
614,Maple,MPL,$4.69,-0.11%,"$591,986"
615,Boba Network,BOBA,$0.1209,-0.21%,"$740,325"
616,Veno Finance,VNO,$0.09912,+0.41%,"$26,618"
617,CUDOS,CUDOS,$0.003547,-0.09%,"$312,649"
618,Instadapp,INST,$1.15,+1.41%,"$47,856"
619,GuildFi,GF,$0.05273,-0.91%,"$668,133"
620,RocketX,RVF,$0.2675,+1.98%,"$307,548"
621,SpaceN,SN,$0.5012,+4.68%,"$12,632"
622,Wrapped NCG (Nine Chronicles Gold),WNCG,$0.06485,-2.28%,"$359,233"
623,Manchester City Fan Token,CITY,$3.09,+2.14%,$1.99 M
624,Aleph.im,ALEPH,$0.08011,-2.05%,"$102,277"
625,Kishu Inu,KISHU,$0.0000000002127,-0.04%,"$187,617"
626,Keep3rV1,KP3R,$46.44,+5.40%,$1.07 M
627,Milady Meme Coin,LADYS,$0.00000002717,+10.36%,$2.97 M
628,UNS TOKEN,UNS,$0.186,-2.10%,"$89,999"
629,NEST Protocol,NEST,$0.006662,-13.32%,"$786,922"
630,KardiaChain,KAI,$0.004137,-0.58%,"$97,768"
631,OG Fan Token,OG,$4.95,+26.67%,$56.73 M
632,MELD,MELD,$0.01325,+6.53%,$1.06 M
633,TROY,TROY,$0.002289,+3.65%,"$955,495"
634,Firo,FIRO,$1.52,+2.44%,"$531,191"
635,Opulous,OPUL,$0.07583,+0.82%,"$374,335"
636,Orca,ORCA,$0.8224,+2.78%,"$148,922"
637,Student Coin,STC,$0.003642,-1.06%,"$73,267"
638,Bitcicoin,BITCI,$0.002499,+0.57%,"$406,770"
639,YIELD App,YLD,$0.08713,+0.08%,"$265,079"
640,Splintershards,SPS,$0.01828,+4.10%,"$238,675"
641,JPEG'd,JPEG,$0.0004991,+2.89%,"$169,003"
642,Tokenlon Network Token,LON,$0.4283,-0.99%,"$181,807"
643,Dego Finance,DEGO,$1.35,+3.90%,"$943,191"
644,Stader,SD,$0.6772,+2.32%,"$740,497"
645,NuNet,NTX,$0.03805,+3.00%,"$29,456"
646,GYEN,GYEN,$0.00691,+0.22%,"$36,265"
647,VIMworld,VEED,$0.003342,+6.69%,"$102,684"
648,IX Token,IXT,$0.2235,+6.42%,"$313,745"
649,Contentos,COS,$0.004578,+1.16%,$2.29 M
650,Multichain,MULTI,$1.29,+0.78%,$1.62 M
651,StreamCoin,STRM,$0.01244,+3.25%,$9.08 M
652,Dopex,DPX,$72.70,+2.47%,"$179,765"
653,Eco,ECOX,$0.2842,-1.43%,"$26,527"
654,EverGrow Coin,EGC,$0.00000003967,+5.79%,"$8,723"
655,Orion Protocol,ORN,$0.5391,+1.89%,$2.23 M
656,TerraClassicKRW,KRTC,$0.0004804,+12.66%,N/A
657,ONBUFF,ONIT,$0.02384,+0.36%,"$381,813"
658,NULS,NULS,$0.1772,+2.95%,"$655,039"
659,Dopex Rebate Token,RDPX,$13.55,+6.12%,"$192,734"
660,Manifold Finance,FOLD,$11.01,+5.08%,"$27,265"
661,Ambire AdEx,ADX,$0.1279,+4.56%,$3.07 M
662,Star Atlas DAO,POLIS,$0.1187,-7.24%,"$212,663"
663,Dione Protocol,DIONE,$0.001916,-3.49%,$1.48 M
664,Origin Dollar,OUSD,$0.9978,+0.08%,$2.95 M
665,ParaSwap,PSP,$0.02409,+1.05%,"$84,289"
666,XCAD Network Play,PLAY,$0.07163,-1.55%,$1.61 M
667,Thales,THALES,$0.3857,+1.84%,"$123,152"
668,S.S. Lazio Fan Token,LAZIO,$2.07,+2.21%,$2.74 M
669,VAIOT,VAI,$0.06697,+0.43%,$1.35 M
670,UFO Gaming,UFO,$0.0000006893,+0.34%,"$525,474"
671,MAP Protocol,MAP,$0.008031,-1.98%,"$497,709"
672,FNCY,FNCY,$0.02025,-2.30%,"$27,370"
673,UnlimitedIP,UIP,$0.01048,+49.93%,"$32,140"
674,BTU Protocol,BTU,$0.219,-0.01%,N/A
675,DeRace,DERC,$0.1631,-1.60%,"$112,282"
676,Syntropy,NOIA,$0.02463,-0.97%,"$154,978"
677,Tellor,TRB,$10.15,+6.93%,$4.6 M
678,Mango,MNGO,$0.01729,+0.99%,"$150,837"
679,VeraOne,VRO,$62.72,+3.96%,"$22,978"
680,GameFi,GAFI,$2.08,-5.61%,"$112,982"
681,Elitium,EUM,$0.6172,+7.52%,"$43,045"
682,Maro,MARO,$0.01942,-1.08%,"$498,914"
683,Maiar,MEX,$0.00000439,+3.75%,"$72,102"
684,BitMart Token,BMX,$0.09753,+1.65%,$2.04 M
685,Angle Protocol,AGEUR,$1.09,-0.05%,$2.58 M
686,Proton,XPR,$0.0008209,-1.23%,"$650,353"
687,Radiant,RXD,$0.002327,+0.39%,"$76,111"
688,Wing Finance,WING,$4.64,+2.92%,$1.16 M
689,Snek,SNEK,$0.000234,+5.27%,"$522,605"
690,DFI.Money,YFII,$431.43,+1.05%,$14.93 M
691,Shiba Predator,QOM,$0.00000002731,-0.02%,"$307,718"
692,BeNFT Solutions,BEAI,$12.79,+6.32%,$2.09 M
693,Battle World,BWO,$0.06076,-2.74%,"$198,826"
694,Taraxa,TARA,$0.005503,-5.95%,$1.67 M
695,Bubblefong,BBF,$0.1193,-7.07%,"$584,143"
696,Paris Saint-Germain Fan Token,PSG,$3.31,+2.51%,$1.24 M
697,DePo,ARC,$0.02188,+33.46%,"$954,611"
698,Dejitaru Tsuka,TSUKA,$0.01609,-3.93%,"$482,309"
699,Everdome,DOME,$0.000848,+0.49%,"$649,664"
700,WhiteCoin,XWC,$0.02084,+2.51%,$141
701,FC Porto Fan Token,PORTO,$2.04,+2.88%,$3.3 M
702,DUST Protocol,DUST,$0.8387,+15.75%,$1.27 M
703,Railgun,RAIL,$0.2769,+2.78%,"$8,175"
704,Shiden Network,SDN,$0.2524,+15.55%,"$109,031"
705,GenesysGo Shadow,SHDW,$0.1064,-1.76%,"$63,575"
706,Celo Euro,CEUR,$1.08,+0.29%,"$26,944"
707,Revain,REV,$0.0001839,+0.58%,"$61,346"
708,Velo,VELO,$0.002135,+7.23%,$2.83 M
709,Voxies,VOXEL,$0.1332,+3.57%,$2.49 M
710,DXdao,DXD,$667.78,+1.72%,$79
711,Hillstone,HSF,$0.5193,+0.49%,"$85,803"
712,RMRK,RMRK,$1.63,-1.89%,"$38,169"
713,HOPR,HOPR,$0.04512,+0.46%,"$241,634"
714,ThetaDrop,TDROP,$0.001383,-0.79%,"$287,757"
715,DeversiFi,DVF,$0.634,-5.47%,"$30,284"
716,Tranchess,CHESS,$0.1242,+2.71%,"$934,619"
717,Star Atlas,ATLAS,$0.001575,-1.19%,$1.35 M
718,EFFORCE,WOZX,$0.02975,+2.32%,$3.71 M
719,Fusion,FSN,$0.2021,+0.44%,"$131,334"
720,Decentral Games,DG,$0.02145,+1.59%,"$150,411"
721,Kleros,PNK,$0.02082,-0.06%,"$89,552"
722,Talken,TALK,$0.07357,-0.19%,"$273,654"
723,r/FortNiteBR Bricks,BRICK,$0.1329,-5.41%,"$239,388"
724,League of Kingdoms Arena,LOKA,$0.2014,+4.37%,$2.19 M
725,StaFi,FIS,$0.2449,+3.82%,$1.79 M
726,Harvest Finance,FARM,$21.67,+2.23%,$2.2 M
727,Nexa,NEXA,$0.000006611,-1.69%,"$385,830"
728,xSUSHI,XSUSHI,$0.8029,+4.35%,"$7,679"
729,BIDR,BIDR,$0.0000651,+0.34%,$4.52 M
730,YooShi,YOOSHI,$0.00000003905,+2.88%,"$39,674"
731,Rome,ROME,$64.66,+16.84%,"$6,518"
732,Burger Swap,BURGER,$0.3412,+2.30%,$2.54 M
733,Ternoa,CAPS,$0.0127,-0.07%,"$492,001"
734,UXD Stablecoin,UXD,$0.9998,+0.48%,$1.68 M
735,MANTRA,OM,$0.01939,+2.07%,$1.56 M
736,AC Milan Fan Token,ACM,$1.99,+3.04%,$2.98 M
737,Kava Lend,HARD,$0.1066,+4.54%,"$833,134"
738,JUNO,JUNO,$0.1806,+0.89%,"$83,397"
739,Augur,REP,$1.30,-0.62%,"$697,983"
740,CENNZnet,CENNZ,$0.0119,-3.15%,"$118,841"
741,AirSwap,AST,$0.08305,+4.77%,"$558,472"
742,Ellipsis,EPS,$0.01971,+5.45%,$868
743,UniCrypt,UNCX,$305.58,-0.74%,"$20,910"
744,KILT Protocol,KILT,$0.2859,+9.26%,"$43,735"
745,Koinos,KOIN,$0.4718,-1.47%,"$39,222"
746,XEN Crypto,XEN,$0.0000007581,+3.46%,$1.29 M
747,Santos FC Fan Token,SANTOS,$3.08,+4.12%,$8.42 M
748,dForce,DF,$0.03255,+3.73%,"$604,896"
749,Kwenta,KWENTA,$94.72,+1.53%,"$97,403"
750,Bonk,BONK,$0.0000002572,+5.22%,$2.03 M
751,sBTC,SBTC,"$28,847.14",+0.00%,N/A
752,PARSIQ,PRQ,$0.07418,-3.88%,"$988,079"
753,Circuits of Value,COVAL,$0.007678,+1.65%,"$75,478"
754,Rarible,RARI,$0.9468,-0.79%,"$114,923"
755,ForTube,FOR,$0.01722,+0.99%,"$697,083"
756,PolySwarm,NCT,$0.008815,+2.37%,"$97,266"
757,Grove v2,GVR,$0.1426,+3.62%,$2.06 M
758,VIDT DAO,VIDT,$0.01773,+4.06%,"$748,264"
759,Image Generation AI,IMGNAI,$0.0177,-2.89%,"$136,952"
760,Enjinstarter,EJS,$0.003703,+5.53%,"$189,109"
761,PinkSale,PINKSALE,$134.75,-5.07%,"$1,321"
762,Stargaze,STARS,$0.009805,+3.90%,"$7,712"
763,Dogechain,DC,$0.0006063,+12.15%,"$667,136"
764,QASH,QASH,$0.01682,+2.47%,"$24,224"
765,GameZone,GZONE,$0.01585,+3.59%,"$26,229"
766,XANA,XETA,$0.01031,-5.17%,"$248,176"
767,ICHI,ICHI,$1.98,+0.59%,"$59,005"
768,FIO Protocol,FIO,$0.01898,+1.31%,$1.01 M
769,Quiztok,QTCON,$0.002044,+9.47%,$4.02 M
770,ETH 2x Flexible Leverage Index,ETH2X-FLI,$9.90,+7.08%,"$127,274"
771,EthicHub,ETHIX,$0.195,-0.34%,"$14,957"
772,Frontier,FRONT,$0.1463,+1.68%,$1.82 M
773,Stratos,STOS,$0.6528,+1.09%,"$314,159"
774,Volt Inu V2,VOLT,$0.0000002396,+3.04%,$5.27 M
775,Vectorspace AI,VXV,$0.2691,+1.91%,"$113,346"
776,Metahero,HERO,$0.002563,+5.09%,"$259,708"
777,VITE,VITE,$0.01256,+5.04%,"$737,643"
778,Observer,OBSR,$0.002195,-0.11%,$1.8 M
779,Minswap,MIN,$0.01833,+4.61%,"$7,970"
780,YUSD Coin,YUSD,$1.00,-0.00%,$754
781,Swarm,BZZ,$0.2596,-0.98%,"$185,564"
782,KlimaDAO,KLIMA,$1.47,-0.65%,"$21,104"
783,Zano,ZANO,$1.07,+5.18%,"$4,439"
784,Rebel Bots,RBLS,$0.05442,-1.67%,"$13,164"
785,Altered State Token,ASTO,$0.01838,+1.25%,"$89,160"
786,Diamond,DMD,$3.37,-0.62%,"$4,493"
787,Waltonchain,WTC,$0.144,-0.51%,$2.16 M
788,Hacken Token,HAI,$0.0196,+0.09%,"$490,068"
789,Wise Token,WISE,$0.1271,+2.73%,"$110,246"
790,Zambesigold,ZGD,$0.2999,+6.75%,"$108,300"
791,LUSD Chicken Bonds,BLUSD,$1.16,+0.00%,N/A
792,CorgiAI,CORGIAI,$0.00006553,+4.16%,"$23,912"
793,QuadrantProtocol,EQUAD,$0.01256,+9.34%,"$21,425"
794,ArbDoge AI,AIDOGE,$0.00000000007125,+2.15%,$2.88 M
795,CONUN,CON,$0.004295,+0.77%,"$46,549"
796,Ki,XKI,$0.02653,+2.92%,$951
797,Umee,UMEE,$0.002762,+4.74%,"$73,652"
798,PIVX,PIVX,$0.1633,+3.87%,"$371,388"
799,RFOX,RFOX,$0.009322,+3.54%,"$59,968"
800,Pluton,PLU,$6.61,-1.91%,"$345,684"
801,GAMI World,GAMI,$0.313,+3.09%,"$39,818"
802,Popsicle Finance,ICE,$0.7935,+15.34%,"$116,763"
803,Throne,THN,$0.03125,-1.17%,$1.07 M
804,Quantum Resistant Ledger,QRL,$0.1792,+0.88%,"$52,964"
805,GET Protocol,GET,$1.06,+2.84%,"$25,329"
806,Dock,DOCK,$0.01375,+1.48%,"$773,288"
807,Kyber Network Crystal Legacy,KNCL,$0.5592,+5.43%,N/A
808,AIOZ Network,AIOZ,$0.01235,-0.20%,"$105,268"
809,HAVAH,HVH,$0.02605,+1.85%,"$680,570"
810,Ellipsis,EPX,$0.0001752,+2.95%,$1.09 M
811,Samoyedcoin,SAMO,$0.003257,+1.02%,"$267,885"
812,Presearch,PRE,$0.02969,-6.63%,"$85,889"
813,ParagonsDAO,PDT,$0.0955,+2.03%,"$3,967"
814,Drep [new],DREP,$0.2416,+2.49%,$1.41 M
815,Toucan Protocol: Base Carbon Tonne,BCT,$0.6301,-0.79%,"$1,339"
816,SideShift Token,XAI,$0.09356,+0.20%,"$10,624"
817,StakeWise,RETH2,"$1,679.43",+3.26%,"$17,981"
818,Spool DAO,SPOOL,$0.3138,-4.07%,"$38,347"
819,Squid Grow,SQUIDGROW,$0.00000001034,+1.91%,"$828,033"
820,Angola,AGLA,$0.02449,-2.21%,"$14,752"
821,Marinade Staked SOL,MSOL,$23.18,-1.95%,$5.38 M
822,Indigo Protocol,INDY,$2.26,+4.87%,"$22,959"
823,Spheroid Universe,SPH,$0.005817,-0.96%,"$81,114"
824,Poolz Finance,POOLZ,$2.47,+6.19%,"$930,669"
825,Gifto,GTO,$0.01158,+1.89%,$1.23 M
826,Boson Protocol,BOSON,$0.1078,-1.04%,"$223,055"
827,Tamadoge,TAMA,$0.008166,-3.35%,$1.81 M
828,Mute,MUTE,$0.286,+2.33%,"$113,197"
829,GALAXIA,GXA,$0.005247,+2.17%,"$391,848"
830,Bitcoin 2,BTC2,$0.6319,-1.58%,"$1,150"
831,BABB,BAX,$0.0001805,-0.58%,"$78,511"
832,ISKRA Token,ISK,$0.2214,+0.31%,"$317,691"
833,Hathor,HTR,$0.04581,+3.35%,"$316,159"
834,RAI Finance,SOFI,$0.03169,-3.85%,$1.22 M
835,Velodrome Finance,VELO,$0.08474,+0.69%,$1.08 M
836,Shina Inu,SHI,$0.0000008042,+16.15%,"$155,410"
837,TrustSwap,SWAP,$0.1118,-1.56%,"$701,221"
838,Games for a living,GFAL,$0.01545,+2.57%,"$421,920"
839,Giddy,GDDY,$0.009229,+0.98%,"$73,911"
840,Assemble Protocol,ASM,$0.008947,-4.05%,"$242,131"
841,holoride,RIDE,$0.0156,+0.42%,"$57,327"
842,DIMO,DIMO,$0.08051,-0.70%,"$141,640"
843,Optimus AI,OPTI,$0.1173,+8.11%,"$239,873"
844,ApolloX,APX,$0.02435,+2.84%,"$318,811"
845,LATOKEN,LA,$0.02835,-0.09%,"$4,241"
846,Tornado Cash,TORN,$2.62,+2.77%,"$437,531"
847,Chrono.tech,TIME,$15.09,+3.93%,"$442,248"
848,SaucerSwap,SAUCE,$0.02288,+5.10%,"$529,424"
849,Hera Finance,HERA,$2.98,-6.70%,"$71,065"
850,Cosplay Token,COT,$0.0271,+18.21%,"$758,740"
851,Somnium Space Cubes,CUBE,$0.8593,+1.55%,"$27,703"
852,Ooki Protocol,OOKI,$0.002348,+2.94%,$1.22 M
853,HUSD,HUSD,$0.04778,-0.59%,"$1,071"
854,Itheum,ITHEUM,$0.01773,+0.83%,"$63,102"
855,Izumi Finance,IZI,$0.01334,+1.30%,"$309,524"
856,Gamium,GMM,$0.0005007,+0.92%,"$220,819"
857,Bitcoin Pro,BTCP,$80.60,-0.10%,N/A
858,TABOO TOKEN,TABOO,$0.001071,+2.99%,"$329,850"
859,Kitty Inu,kitty,$0.00001419,+1.91%,"$3,048"
860,Decentral Games Governance (xDG),xDG,$0.02403,+0.04%,"$2,879"
861,Octopus Network,OCT,$0.1327,-0.16%,"$106,962"
862,BigShortBets,BIGSB,$1.06,+0.62%,N/A
863,Rari Governance Token,RGT,$0.7797,-3.26%,"$39,608"
864,Ambrosus,AMB,$0.00638,+2.41%,$2.37 M
865,Goldfinch,GFI,$0.3505,+0.19%,"$123,919"
866,Silo Finance,SILO,$0.04166,+3.41%,"$4,185"
867,Dexalot,ALOT,$0.419,-1.08%,"$1,724"
868,Epic Cash,EPIC,$0.6061,+0.13%,"$16,179"
869,Bitcoin Diamond,BCD,$0.05417,+5.06%,"$23,172"
870,Stader BNBx,BNBX,$230.92,+5.94%,"$190,509"
871,Serum,SRM,$0.03835,+2.14%,$1.73 M
872,Fulcrom Finance,FUL,$0.009538,-4.24%,"$16,680"
873,Atletico De Madrid Fan Token,ATM,$2.60,+5.31%,$5.28 M
874,SOLVE,SOLVE,$0.01812,-0.95%,"$228,502"
875,Cult DAO,CULT,$0.000002318,+1.34%,"$278,521"
876,Nash,NEX,$0.2569,-7.38%,"$8,567"
877,Fuse Network,FUSE,$0.04518,-0.17%,"$374,365"
878,CoW Protocol,COW,$0.06098,+3.24%,"$33,645"
879,Crust Network,CRU,$0.7021,-2.24%,"$515,082"
880,AMO Coin,AMO,$0.000519,+1.22%,"$265,584"
881,Victoria VR,VR,$0.006539,+1.98%,"$342,008"
